"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-24",,,"62","75","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-25",,,"60","75","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-26",,,"54",,"45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-27",,,"58","73","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-28",,,"62","72",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-29",,,"60","73","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-30",,,"58",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-01",,,"63","77",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-02",,,"63","79","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-03",,,"63",,"48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-04",,,"63","81",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-05",,,"61",,"52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-06",,,"63","73",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-07",,,"60","70","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-08",,,"59","73",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-09",,,"57",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-10",,,"57","73","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-11",,,"56","73","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-12",,,"59",,"46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-13",,,"58","73","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-14",,,"59","73",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-15",,,"60","73","32"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-16",,,"57",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-17",,,"55",,"46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-18",,,"57","75",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-19",,,"58","72","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-20",,,"58","73","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-21",,,"60","81","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-22",,,"61","75","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-23",,,"60",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-24",,,"58",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-25",,,"59","73","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-26",,,"63","77",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-27",,,"62","77","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-28",,,"59",,"46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-29",,,"58",,"50"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-30",,,"58","81","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-12-31",,,"60","72","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-01",,,"65","75",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-02",,,"60","77",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-03",,,"59","72",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-04",,,"56","68","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-05",,,"57","81","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-06",,,"56","68","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-07",,,"58","68","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-08",,,"59",,"43"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-09",,,"58","72","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-10",,,"51","70",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-11",,,"60","73",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-12",,,"63","73","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-13",,,"62","72",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-14",,,"67","77",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-15",,,"61","70",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-16",,,"59","70","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-17",,,"60","70",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-19",,,"57","68","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-20",,,"57","68","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-21",,,"56",,"45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-22",,,"56","73","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-23",,,"58","73","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-24",,,"62","72",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-25",,,"61","73",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-26",,,"63","73","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-27",,,"67","73","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-28",,,"63","73",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-29",,,"61",,"52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-30",,,"62",,"52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-01-31",,,"63","70","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-01",,,"59","66",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-02",,,"59","68",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-03",,,"61",,"48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-04",,,"64","73","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-05",,,"60","72","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-06",,,"61","72","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-07",,,"61","77","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-08",,,"63","79","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-09",,,"64","79","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-10",,,"63","75","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-11",,,"62",,"52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-12",,,"68","79",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-13",,,"65",,"54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-14",,,"67","81","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-15",,,"68","75","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-16",,,"66","73",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-17",,,"62","68",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-18",,,"66",,"59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-19",,,"67","77","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-20",,,"61","72",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-21",,,"61","70","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-22",,,"63","73",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-23",,,"66","77",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-24",,,"65","73","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-25",,,"69","79","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-26",,,"62","72","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-27",,,"62","73",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-28",,,"61","72","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-02-29",,,"61",,"46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-01",,,"69","81",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-02",,,"70","82","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-03",,,"70",,"55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-04",,,"73","84","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-05",,,"74",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-06",,,"69","82","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-07",,,"66","79",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-08",,,"71","84","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-09",,,"76","86","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-10",,,"69","79","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-11",,,"67","77","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-12",,,"71","81","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-13",,,"68",,"55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-14",,,"66","77","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-15",,,"65","73","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-16",,,"72","82","61"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-17",,,"74","84",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-18",,,"74","81",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-19",,,"73","84","64"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-20",,,"72","81","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-21",,,"71","81","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-22",,,"73","82","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-23",,,"72","84","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-24",,,"75",,"61"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-25",,,"76","84","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-26",,,"76","88","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-27",,,"75","86",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-28",,,"79","88","64"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-29",,,"77","91","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-30",,,"78","91","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-03-31",,,"70","77",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-01",,,"71",,"55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-02",,,"74","84","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-03",,,"73",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-04",,,"77","90","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-05",,,"78","86","66"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-06",,,"76",,"70"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-07",,,"78","100","64"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-08",,,"80","91","64"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-09",,,"85","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-10",,,"85","95","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-11",,,"81",,"72"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-12",,,"77","100","64"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-13",,,"79","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-14",,,"83","97","68"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-15",,,"80",,"66"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-16",,,"87","97",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-17",,,"84",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-18",,,"81",,"70"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-19",,,"81","102","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-20",,,"89",,"73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-21",,,"93","106","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-22",,,"89",,"79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-23",,,"89","100",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-24",,,"88","99","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-25",,,"87",,"77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-26",,,"84",,"75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-27",,,"88","100",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-28",,,"92",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-29",,,"89",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-04-30",,,"90","102",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-01",,,"86",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-03",,,"87","102","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-04",,,"86","104","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-05",,,"87","104",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-06",,,"93","106","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-07",,,"89","100","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-08",,,"90","102","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-09",,,"90",,"75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-10",,,"96","106",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-11",,,"95","108","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-12",,,"89","97","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-13",,,"87",,"75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-14",,,"83","97",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-15",,,"90","100","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-16",,,"93","102","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-17",,,"83",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-18",,,"89","99",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-19",,,"87","99","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-20",,,"83","100","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-21",,,"89","99","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-22",,,"92","104","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-23",,,"87","108",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-24",,,"83","93","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-25",,,"84","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-26",,,"88","99","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-27",,,"88","102","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-28",,,"89","104","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-29",,,"93","106","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-30",,,"95","106","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-05-31",,,"96","108","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-01",,,"98","109",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-02",,,"100","109","88"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-04",,,"98","109","86"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-05",,,"91","99",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-06",,,"85","91","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-07",,,"81","84","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-08",,,"85","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-09",,,"95","102",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-10",,,"94","108","86"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-11",,,"98","104",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-12",,,"86","102",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-13",,,"86",,"70"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-14",,,"80","86","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-15",,,"77","84","72"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-16",,,"79","88","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-17",,,"76","86",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-18",,,"77","84","68"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-19",,,"80",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-20",,,"84","93","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-21",,,"87","95","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-22",,,"87","95","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-23",,,"89",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-24",,,"90","100","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-25",,,"94","104","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-26",,,"96","106","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-27",,,"97","106","86"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-28",,,"97","108","88"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-29",,,"97",,"88"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-06-30",,,"101","108",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-01",,,"93","106",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-02",,,"95",,"88"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-05",,,"90","99",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-06",,,"92",,"84"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-07",,,"95","106","88"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-08",,,"99",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-09",,,"91","102","88"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-10",,,"86","102",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-11",,,"81","88","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-12",,,"86",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-13",,,"85","91","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-14",,,"80","86","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-15",,,"80","84","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-16",,,"81","86","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-17",,,"82","88",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-18",,,"85","91","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-19",,,"86","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-20",,,"89",,"82"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-21",,,"87","95","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-22",,,"87","95","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-23",,,"88",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-24",,,"89","99",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-26",,,"81",,"77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-27",,,"85","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-28",,,"87","93","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-29",,,"85","91","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-30",,,"85","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-07-31",,,"83","90","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-01",,,"83","88","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-02",,,"87","95","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-03",,,"90","97",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-04",,,"81","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-05",,,"81","86","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-06",,,"79","82",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-07",,,"80","88","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-08",,,"80","86","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-09",,,"81","86","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-10",,,"82","91","68"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-11",,,"85","91","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-12",,,"85",,"77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-13",,,"82",,"77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-14",,,"83",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-15",,,"83","91","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-16",,,"78","84",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-17",,,"77","81","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-18",,,"73","77",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-19",,,"77","82","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-20",,,"85","90",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-21",,,"85","91","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-22",,,"87","93","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-23",,,"87","95","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-24",,,"85","91","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-25",,,"85",,"81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-26",,,"80","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-27",,,"83","91","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-28",,,"82","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-29",,,"81","86",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-30",,,"80","88",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-08-31",,,"85","91","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-01",,,"85","91","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-02",,,"86","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-03",,,"82","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-04",,,"85","93","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-05",,,"86","93","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-06",,,"85","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-07",,,"80","88",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-08",,,"77","82","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-09",,,"82","90","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-10",,,"84","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-11",,,"85","93","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-12",,,"85","93","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-13",,,"84",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-14",,,"87","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-15",,,"85",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-16",,,"85",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-17",,,"84","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-18",,,"85","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-19",,,"86","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-20",,,"85","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-21",,,"83","95","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-22",,,"84","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-23",,,"87","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-24",,,"85","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-25",,,"86","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-26",,,"86","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-27","0.00",,"82","90","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-28",,,"82","90",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-29",,,"85","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-09-30","0.00",,"86",,"77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-01",,,"85","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-02",,,"84","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-03",,,"83","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-04",,,"83","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-05",,,"85","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-06",,,"87",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-07",,,"83","100",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-08",,,"83","97",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-09",,,"82",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-10",,,"82","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-11",,,"78","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-12",,,"81","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-13",,,"81","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-14",,,"85","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-15",,,"83",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-16",,,"78","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-17",,,"80","88",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-18",,,"79","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-19",,,"80","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-20","0.00",,"80","91","66"
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-21",,,"80","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-22",,,"81","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-23",,,"82","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-24",,,"83","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1976-10-25","0.00",,"85","93","70"
